/VOUT X,/VOUT Y
0,9.300661072482366e-09
1e-06,9.300652461128735e-09
1.00025e-06,2.138148486818572e-05
1.000496680367798e-06,0.0001461583400894538
1.000598980872979e-06,0.0002224104519911969
1.000728442612864e-06,0.0003339818541441553
1.000837044809214e-06,0.000475563783515759
1.000918522404607e-06,0.0006767867578108534
1.000959261202304e-06,0.0008456760711716023
1.001e-06,0.00106474011955913
1.001019964471182e-06,0.001168349518746557
1.0010445671737e-06,0.001295312012813658
1.00106778936849e-06,0.001414645460736883
1.001114233758069e-06,0.001655959947958104
1.001186911127217e-06,0.002019832945790773
1.001233095448224e-06,0.002188809325700872
1.001279388766574e-06,0.002290142860422787
1.001339110811933e-06,0.002358059472198669
1.001392136055722e-06,0.002385924918630748
1.001451325918163e-06,0.002401449344767216
1.001520248973687e-06,0.002410234805828909
1.00161390855645e-06,0.002415697605172849
1.00172690115346e-06,0.002418304904243553
1.001858539205733e-06,0.002419388924075458
1.00202038443995e-06,0.002419780069438587
1.002237166351466e-06,0.002419881453174189
1.002557551296719e-06,0.002419890012258507
1.003092512467651e-06,0.002419888324114423
1.004162434809515e-06,0.002419888851756244
1.006302279493243e-06,0.0024198884941011
1.010581968860699e-06,0.002419888786658194
1.019141347595611e-06,0.002419888521469424
1.036260105065436e-06,0.002419888773966428
1.070497620005084e-06,0.00241988852756199
1.138972649884381e-06,0.002419888770972966
1.275922709642974e-06,0.002419888529042198
1.54982282916016e-06,0.002419888770235328
2e-06,0.002419888529422073
2.00025e-06,0.002473213508875579
2.00049724798771e-06,0.002785994102270556
2.000599654613226e-06,0.002976988559285676
2.00072911763749e-06,0.003256371797525186
2.000837765151919e-06,0.003611827113294584
2.000918882575959e-06,0.004115191561979765
2.00095944128798e-06,0.004536624550895803
2.001e-06,0.005082195258484571
2.001019950303251e-06,0.005337348829475462
2.001044496466689e-06,0.005650352122248931
2.001067671109125e-06,0.005945929917093388
2.001114020393999e-06,0.006545852680309536
2.001186638683089e-06,0.00745459483740393
2.001232711652459e-06,0.007875175729531799
2.001278948047714e-06,0.00812243102577075
2.001338425408168e-06,0.008277122136161748
2.001391441398303e-06,0.008326124445333965
2.001450501749656e-06,0.008334774639013021
2.001519293266316e-06,0.008315017900902324
2.0016125980264e-06,0.008263465874514828
2.001725444074665e-06,0.008179114113420868
2.001838058081912e-06,0.008070475646578664
2.001919029040956e-06,0.007964415919906129
2.002e-06,0.007792023589046644
2.002023478410284e-06,0.00773371873141746
2.002059524692826e-06,0.007634616356415949
2.002092386819228e-06,0.007528884030129437
2.002153939650224e-06,0.00729263505005241
2.00222145398816e-06,0.006963368805204055
2.002307729976174e-06,0.006440591911027112
2.002336793999052e-06,0.006301992689887729
2.002375205803671e-06,0.006196900871986909
2.002411452981248e-06,0.006146659620082548
2.002448373769613e-06,0.006116944301081177
2.002488474414608e-06,0.00609591084768722
2.002542133479993e-06,0.006077303338848459
2.002618230777357e-06,0.006063599033255888
2.002736085377924e-06,0.00605678124375664
2.002866553781265e-06,0.006054459526886185
2.002993786583227e-06,0.006052219242670233
2.003204111514635e-06,0.006050643234940948
2.003372008398312e-06,0.006049805806814044
2.003580175457983e-06,0.006049489488101855
2.00380745778592e-06,0.006049225310671254
2.00411537874336e-06,0.006049179986229829
2.004504466655337e-06,0.006049110972996065
2.005069884312285e-06,0.006049138771523853
2.005912585459968e-06,0.006049109638666491
2.007492587107664e-06,0.006049137205611978
2.010652590403058e-06,0.006049110440941902
2.016972596993845e-06,0.006049136697168126
2.029612610175419e-06,0.006049110619715911
2.054892636538567e-06,0.006049136602563291
2.105452689264864e-06,0.006049110638041032
2.206572794717456e-06,0.006049136605320616
2.408813005622642e-06,0.006049110616139673
2.704406502811321e-06,0.006049136624296718
3e-06,0.006049110636529889
3.00025e-06,0.006070459649124606
3.000497247987711e-06,0.006195610671162455
3.000599654970584e-06,0.006272037069960798
3.000729118213741e-06,0.006383833366322095
3.000837766431064e-06,0.006526062035764678
3.000918883215532e-06,0.006727456221201139
3.000959441607766e-06,0.006896064956001923
3.001e-06,0.007114343033300832
3.001019950188844e-06,0.007217920401208421
3.00104449623253e-06,0.007344647920158609
3.001067670769225e-06,0.007463800693655474
3.001114019842614e-06,0.007704784066153934
3.001186648173537e-06,0.008068921797841693
3.001232735063114e-06,0.008238023535945918
3.001278987282063e-06,0.00833969856515848
3.001338472598842e-06,0.00840774016720755
3.001391496623651e-06,0.008435831877853728
3.00145056801869e-06,0.008451445138183413
3.001519377719209e-06,0.008460286577683955
3.001612712076647e-06,0.008465775944335121
3.001725576550656e-06,0.008468406214319678
3.001856909815238e-06,0.008469499280664594
3.002018336506298e-06,0.008469894962922879
3.002234267146482e-06,0.008469997996045671
3.002553130119093e-06,0.008470006921716886
3.003084570036356e-06,0.00847000518500326
3.004147449870883e-06,0.008470005720065421
3.006273209539937e-06,0.008470005358021445
3.010524728878045e-06,0.00847000565374483
3.01902776755426e-06,0.008470005385862088
3.036033844906691e-06,0.008470005640841497
3.070045999611553e-06,0.008470005392054347
3.138070309021276e-06,0.008470005637799365
3.274118927840723e-06,0.008470005393558706
3.546216165479616e-06,0.008470005637049572
4e-06,0.008470005393943408
4.00025e-06,0.008581811859955582
4.00049724798771e-06,0.009238459727791986
4.000599655044526e-06,0.009639477543424627
4.000729118212481e-06,0.01022615579857198
4.000837766547139e-06,0.01097264919094427
4.000918883273569e-06,0.01202992602553765
4.000959441636784e-06,0.01291503399848729
4.000999999999999e-06,0.01406071775730715
4.001019951750269e-06,0.01459135977685242
4.001044498122876e-06,0.01524345244396387
4.001067673024255e-06,0.01586109571451907
4.001114022827013e-06,0.01711785560221063
4.001186616411915e-06,0.01902423654426897
4.001232669592518e-06,0.01990423401644629
4.0012788687127e-06,0.02041348903415381
4.001338371421551e-06,0.02071685111655239
4.001391363489785e-06,0.02078987441641987
4.001450415822143e-06,0.02076544104132334
4.001519180441747e-06,0.02066535912767247
4.001612477179556e-06,0.02046574732388718
4.001725287562444e-06,0.02016150410788294
4.001837905722932e-06,0.01977807319454054
4.001918952861465e-06,0.01940581742001794
4.001999999999999e-06,0.01880186569101859
4.00202348660675e-06,0.01859779821068764
4.0020595529969e-06,0.01825084447876323
4.002092432116237e-06,0.01788066655409117
4.002153991598686e-06,0.01705385976036477
4.00222148676962e-06,0.01590221728763382
4.002307725821301e-06,0.01407277540777914
4.002336763988425e-06,0.0135872753769342
4.002375164407254e-06,0.0132206383545331
4.002411186812444e-06,0.01304390291674538
4.002447558516947e-06,0.0129403821147046
4.002488162262493e-06,0.01286506662721755
4.002541156665281e-06,0.01280029902007378
4.00261701381652e-06,0.01275178289410288
4.002732936342699e-06,0.01272778073932242
4.002863342060386e-06,0.01271947955719132
4.00298983581647e-06,0.01271162342880581
4.003205816231888e-06,0.01270588065477105
4.00337334154241e-06,0.01270297148424985
4.003582154398511e-06,0.01270187462553144
4.003808446000604e-06,0.01270095731510243
4.004117533198644e-06,0.01270080247250336
4.004507207490252e-06,0.01270055943297295
4.005074645939826e-06,0.01270065965019674
4.005919916448752e-06,0.01270055497283817
4.007504119775293e-06,0.0127006539443923
4.010672526428375e-06,0.01270055785565475
4.017009339734539e-06,0.01270065211746919
4.029682966346868e-06,0.01270055850135878
4.055030219571524e-06,0.01270065177212388
4.105724726020837e-06,0.01270055857345959
4.207113738919464e-06,0.0127006517751937
4.409891764716717e-06,0.01270055850184484
4.704945882358358e-06,0.0127006518585684
5e-06,0.01270055856424618
5.000249999999999e-06,0.01272195836356895
5.00049724798771e-06,0.01284712578032958
5.00059965471167e-06,0.01292354972008739
5.000729117852485e-06,0.01303533894620691
5.000837765596005e-06,0.0131775484435386
5.000918882798002e-06,0.01337889781509716
5.000959441399001e-06,0.01354747903428165
5.000999999999999e-06,0.01376573817562404
5.001019949239889e-06,0.01386930228319003
5.001044495140463e-06,0.01399601727359576
5.001067669502438e-06,0.01411515387100139
5.001114018226387e-06,0.01435608097166314
5.00118666121087e-06,0.01472019905212977
5.001232758975713e-06,0.0148893331619011
5.001279033463923e-06,0.01499105179089829
5.001338500525172e-06,0.01505907431053082
5.001391539348315e-06,0.01508718531242012
5.001450614308901e-06,0.01510280648776753
5.001519438991573e-06,0.01511165482941722
5.001612773432833e-06,0.01511714737032782
